action,component_id,component_kind,contingency_id,source_record
OPEN BRANCH FROM BUS    496 TO BUS    143 CIRCUIT 1,branch_496_143_1,branch,L_000496FORTMILL10-000143YORK20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    496 TO BUS    143 CIRCUIT 1
OPEN BRANCH FROM BUS    500 TO BUS    489 CIRCUIT 1,branch_500_489_1,branch,L_000500MCCORMICK0-000489PLUMBRANCH0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    500 TO BUS    489 CIRCUIT 1
OPEN BRANCH FROM BUS      8 TO BUS      7 CIRCUIT 1,branch_8_7_1,branch,T_000008EASTOVER21-000007EASTOVER20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS      8 TO BUS      7 CIRCUIT 1
OPEN BRANCH FROM BUS      9 TO BUS      7 CIRCUIT 1,branch_9_7_1,branch,T_000009EASTOVER22-000007EASTOVER20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS      9 TO BUS      7 CIRCUIT 1
OPEN BRANCH FROM BUS      9 TO BUS      7 CIRCUIT 2,branch_9_7_2,branch,T_000009EASTOVER22-000007EASTOVER20C2,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS      9 TO BUS      7 CIRCUIT 2
OPEN BRANCH FROM BUS     15 TO BUS     14 CIRCUIT 1,branch_15_14_1,branch,T_000015SENECA31-000014SENECA30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS     15 TO BUS     14 CIRCUIT 1
OPEN BRANCH FROM BUS     17 TO BUS     14 CIRCUIT 1,branch_17_14_1,branch,T_000017SENECA33-000014SENECA30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS     17 TO BUS     14 CIRCUIT 1
OPEN BRANCH FROM BUS     17 TO BUS     14 CIRCUIT 2,branch_17_14_2,branch,T_000017SENECA33-000014SENECA30C2,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS     17 TO BUS     14 CIRCUIT 2
OPEN BRANCH FROM BUS     24 TO BUS     23 CIRCUIT 1,branch_24_23_1,branch,T_000024WELLFORD1-000023WELLFORD0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS     24 TO BUS     23 CIRCUIT 1
OPEN BRANCH FROM BUS     40 TO BUS     39 CIRCUIT 1,branch_40_39_1,branch,T_000040GAFFNEY31-000039GAFFNEY30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS     40 TO BUS     39 CIRCUIT 1
OPEN BRANCH FROM BUS     58 TO BUS     57 CIRCUIT 1,branch_58_57_1,branch,T_000058SIMPSONVILLE21-000057SIMPSONVILLE20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS     58 TO BUS     57 CIRCUIT 1
OPEN BRANCH FROM BUS     66 TO BUS     65 CIRCUIT 1,branch_66_65_1,branch,T_000066BRADLEY1-000065BRADLEY0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS     66 TO BUS     65 CIRCUIT 1
OPEN BRANCH FROM BUS     81 TO BUS     80 CIRCUIT 1,branch_81_80_1,branch,T_000081CLARKSHILL11-000080CLARKSHILL10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS     81 TO BUS     80 CIRCUIT 1
OPEN BRANCH FROM BUS    124 TO BUS    123 CIRCUIT 1,branch_124_123_1,branch,T_000124SALEM31-000123SALEM30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    124 TO BUS    123 CIRCUIT 1
OPEN BRANCH FROM BUS    144 TO BUS    143 CIRCUIT 1,branch_144_143_1,branch,T_000144YORK21-000143YORK20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    144 TO BUS    143 CIRCUIT 1
OPEN BRANCH FROM BUS    144 TO BUS    143 CIRCUIT 2,branch_144_143_2,branch,T_000144YORK21-000143YORK20C2,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    144 TO BUS    143 CIRCUIT 2
OPEN BRANCH FROM BUS    145 TO BUS    143 CIRCUIT 1,branch_145_143_1,branch,T_000145YORK22-000143YORK20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    145 TO BUS    143 CIRCUIT 1
OPEN BRANCH FROM BUS    145 TO BUS    143 CIRCUIT 2,branch_145_143_2,branch,T_000145YORK22-000143YORK20C2,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    145 TO BUS    143 CIRCUIT 2
OPEN BRANCH FROM BUS    147 TO BUS    146 CIRCUIT 1,branch_147_146_1,branch,T_000147CHAPIN1-000146CHAPIN0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    147 TO BUS    146 CIRCUIT 1
OPEN BRANCH FROM BUS    152 TO BUS    151 CIRCUIT 1,branch_152_151_1,branch,T_000152SPARTANBURG51-000151SPARTANBURG50C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    152 TO BUS    151 CIRCUIT 1
OPEN BRANCH FROM BUS    163 TO BUS    162 CIRCUIT 1,branch_163_162_1,branch,T_000163IRMO1-000162IRMO0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    163 TO BUS    162 CIRCUIT 1
OPEN BRANCH FROM BUS    166 TO BUS    165 CIRCUIT 1,branch_166_165_1,branch,T_000166SALEM21-000165SALEM20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    166 TO BUS    165 CIRCUIT 1
OPEN BRANCH FROM BUS    196 TO BUS    195 CIRCUIT 1,branch_196_195_1,branch,T_000196COLUMBIA81-000195COLUMBIA80C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    196 TO BUS    195 CIRCUIT 1
OPEN BRANCH FROM BUS    221 TO BUS    220 CIRCUIT 1,branch_221_220_1,branch,T_000221UNION31-000220UNION30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    221 TO BUS    220 CIRCUIT 1
OPEN BRANCH FROM BUS    224 TO BUS    220 CIRCUIT 1,branch_224_220_1,branch,T_000224UNION34-000220UNION30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    224 TO BUS    220 CIRCUIT 1
OPEN BRANCH FROM BUS    224 TO BUS    220 CIRCUIT 2,branch_224_220_2,branch,T_000224UNION34-000220UNION30C2,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    224 TO BUS    220 CIRCUIT 2
OPEN BRANCH FROM BUS    225 TO BUS    220 CIRCUIT 1,branch_225_220_1,branch,T_000225UNION35-000220UNION30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    225 TO BUS    220 CIRCUIT 1
OPEN BRANCH FROM BUS    225 TO BUS    220 CIRCUIT 2,branch_225_220_2,branch,T_000225UNION35-000220UNION30C2,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    225 TO BUS    220 CIRCUIT 2
OPEN BRANCH FROM BUS    233 TO BUS    232 CIRCUIT 1,branch_233_232_1,branch,T_000233WESTCOLUMBIA31-000232WESTCOLUMBIA30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    233 TO BUS    232 CIRCUIT 1
OPEN BRANCH FROM BUS    236 TO BUS    235 CIRCUIT 1,branch_236_235_1,branch,T_000236WARD1-000235WARD0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    236 TO BUS    235 CIRCUIT 1
OPEN BRANCH FROM BUS    247 TO BUS    246 CIRCUIT 1,branch_247_246_1,branch,T_000247BLACKSBURG11-000246BLACKSBURG10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    247 TO BUS    246 CIRCUIT 1
OPEN BRANCH FROM BUS    250 TO BUS    246 CIRCUIT 1,branch_250_246_1,branch,T_000250BLACKSBURG14-000246BLACKSBURG10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    250 TO BUS    246 CIRCUIT 1
OPEN BRANCH FROM BUS    250 TO BUS    246 CIRCUIT 2,branch_250_246_2,branch,T_000250BLACKSBURG14-000246BLACKSBURG10C2,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    250 TO BUS    246 CIRCUIT 2
OPEN BRANCH FROM BUS    263 TO BUS    262 CIRCUIT 1,branch_263_262_1,branch,T_000263COLUMBIA61-000262COLUMBIA60C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    263 TO BUS    262 CIRCUIT 1
OPEN BRANCH FROM BUS    272 TO BUS    271 CIRCUIT 1,branch_272_271_1,branch,T_000272RIDGESPRING1-000271RIDGESPRING0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    272 TO BUS    271 CIRCUIT 1
OPEN BRANCH FROM BUS    298 TO BUS    297 CIRCUIT 1,branch_298_297_1,branch,T_000298WARESHOALS1-000297WARESHOALS0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    298 TO BUS    297 CIRCUIT 1
OPEN BRANCH FROM BUS    333 TO BUS    332 CIRCUIT 1,branch_333_332_1,branch,T_000333CONVERSE1-000332CONVERSE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    333 TO BUS    332 CIRCUIT 1
OPEN BRANCH FROM BUS    372 TO BUS    371 CIRCUIT 1,branch_372_371_1,branch,T_000372GILBERT1-000371GILBERT0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    372 TO BUS    371 CIRCUIT 1
OPEN BRANCH FROM BUS    387 TO BUS    386 CIRCUIT 1,branch_387_386_1,branch,T_000387CLEMSON1-000386CLEMSON0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    387 TO BUS    386 CIRCUIT 1
OPEN BRANCH FROM BUS    408 TO BUS    407 CIRCUIT 1,branch_408_407_1,branch,T_000408BEECHISLAND11-000407BEECHISLAND10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    408 TO BUS    407 CIRCUIT 1
OPEN BRANCH FROM BUS    426 TO BUS    425 CIRCUIT 1,branch_426_425_1,branch,T_000426HODGES1-000425HODGES0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    426 TO BUS    425 CIRCUIT 1
OPEN BRANCH FROM BUS    429 TO BUS    428 CIRCUIT 1,branch_429_428_1,branch,T_000429CHESNEE21-000428CHESNEE20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    429 TO BUS    428 CIRCUIT 1
OPEN BRANCH FROM BUS    441 TO BUS    440 CIRCUIT 1,branch_441_440_1,branch,T_000441WILLIAMSTON11-000440WILLIAMSTON10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    441 TO BUS    440 CIRCUIT 1
OPEN BRANCH FROM BUS    454 TO BUS    453 CIRCUIT 1,branch_454_453_1,branch,T_000454GASTON11-000453GASTON10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    454 TO BUS    453 CIRCUIT 1
OPEN BRANCH FROM BUS    465 TO BUS    464 CIRCUIT 1,branch_465_464_1,branch,T_000465JONESVILLE1-000464JONESVILLE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    465 TO BUS    464 CIRCUIT 1
OPEN BRANCH FROM BUS    472 TO BUS    471 CIRCUIT 1,branch_472_471_1,branch,T_000472SPARTANBURG21-000471SPARTANBURG20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    472 TO BUS    471 CIRCUIT 1
