response_path,request_path,job_id,response_mode,nonzero_coefficient_count,maximum_nonzero_coefficient,minimum_nonzero_coefficient,coefficient_dynamic_range
results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__demand_surge_BUS3_MG-BUS4_MG/repeat_008/response.json,results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__demand_surge_BUS3_MG-BUS4_MG/repeat_008/request.json,6a580e8008442f441bbb17fe,normalized_continuous_qudit,874,25000.0,1.74e-06,14367816091.954023
results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__demand_surge_BUS3_MG-BUS4_MG/repeat_009/response.json,results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__demand_surge_BUS3_MG-BUS4_MG/repeat_009/request.json,6a580efc08442f441bbb1805,normalized_continuous_qudit,874,25000.0,1.74e-06,14367816091.954023
results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_000/response.json,results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_000/request.json,6a580bdf08442f441bbb17c9,normalized_continuous_qudit,874,25000.0,1.74e-06,14367816091.954023
results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_001/response.json,results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_001/request.json,6a580be008442f441bbb17ca,normalized_continuous_qudit,874,25000.0,1.74e-06,14367816091.954023
results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_002/response.json,results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_002/request.json,6a580be008442f441bbb17cb,normalized_continuous_qudit,874,25000.0,1.74e-06,14367816091.954023
results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_003/response.json,results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_003/request.json,6a580be108442f441bbb17cc,normalized_continuous_qudit,874,25000.0,1.74e-06,14367816091.954023
results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_004/response.json,results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_004/request.json,6a580c1008442f441bbb17ce,normalized_continuous_qudit,874,25000.0,1.74e-06,14367816091.954023
results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_005/response.json,results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_005/request.json,6a580c2108442f441bbb17cf,normalized_continuous_qudit,874,25000.0,1.74e-06,14367816091.954023
results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_006/response.json,results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_006/request.json,6a580cb208442f441bbb17db,normalized_continuous_qudit,874,25000.0,1.74e-06,14367816091.954023
results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_007/response.json,results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_007/request.json,6a580cc308442f441bbb17dc,normalized_continuous_qudit,874,25000.0,1.74e-06,14367816091.954023
results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_008/response.json,results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_008/request.json,6a580d1a08442f441bbb17e3,normalized_continuous_qudit,874,25000.0,1.74e-06,14367816091.954023
results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_009/response.json,results/phase3/cmpo_v2_smoke/qci/pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG/repeat_009/request.json,6a580d1b08442f441bbb17ea,normalized_continuous_qudit,874,25000.0,1.74e-06,14367816091.954023
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_000/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_000/request.json,6a5810a308442f441bbb180c,normalized_continuous_qudit,401,50.0,0.556948392,89.77492478333612
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_001/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_001/request.json,6a5810a408442f441bbb1812,normalized_continuous_qudit,401,50.0,0.556948392,89.77492478333612
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_002/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_002/request.json,6a5810a408442f441bbb1818,normalized_continuous_qudit,401,50.0,0.556948392,89.77492478333612
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_003/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_003/request.json,6a5810a508442f441bbb181e,normalized_continuous_qudit,401,50.0,0.556948392,89.77492478333612
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_004/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_004/request.json,6a5810c508442f441bbb1825,normalized_continuous_qudit,401,50.0,0.556948392,89.77492478333612
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_005/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_005/request.json,6a5810d508442f441bbb182b,normalized_continuous_qudit,401,50.0,0.556948392,89.77492478333612
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_006/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_006/request.json,6a5810e608442f441bbb182f,normalized_continuous_qudit,401,50.0,0.556948392,89.77492478333612
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_007/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_007/request.json,6a5810f608442f441bbb1837,normalized_continuous_qudit,401,50.0,0.556948392,89.77492478333612
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_008/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_008/request.json,6a58113608442f441bbb1840,normalized_continuous_qudit,401,50.0,0.556948392,89.77492478333612
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_009/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG/repeat_009/request.json,6a58113708442f441bbb1844,normalized_continuous_qudit,401,50.0,0.556948392,89.77492478333612
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_000/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_000/request.json,6a5810a308442f441bbb180b,normalized_continuous_qudit,401,78.0,0.6259039072,124.6197684704276
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_001/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_001/request.json,6a5810a408442f441bbb1810,normalized_continuous_qudit,401,78.0,0.6259039072,124.6197684704276
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_002/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_002/request.json,6a5810a408442f441bbb1816,normalized_continuous_qudit,401,78.0,0.6259039072,124.6197684704276
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_003/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_003/request.json,6a5810a508442f441bbb181b,normalized_continuous_qudit,401,78.0,0.6259039072,124.6197684704276
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_004/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_004/request.json,6a5810c508442f441bbb1822,normalized_continuous_qudit,401,78.0,0.6259039072,124.6197684704276
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_005/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_005/request.json,6a5810d508442f441bbb1828,normalized_continuous_qudit,401,78.0,0.6259039072,124.6197684704276
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_006/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_006/request.json,6a5810e608442f441bbb1833,normalized_continuous_qudit,401,78.0,0.6259039072,124.6197684704276
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_007/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_007/request.json,6a5810e708442f441bbb1834,normalized_continuous_qudit,401,78.0,0.6259039072,124.6197684704276
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_008/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_008/request.json,6a58112508442f441bbb183b,normalized_continuous_qudit,401,78.0,0.6259039072,124.6197684704276
results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_009/response.json,results/phase3/hybrid_smoke/qci/pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG/repeat_009/request.json,6a58113708442f441bbb1842,normalized_continuous_qudit,401,78.0,0.6259039072,124.6197684704276
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a5810a308442f441bbb180a,normalized_continuous_qudit,400,50.0,0.18527900160000002,269.86328492823657
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_001/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_001/request.json,6a5810a408442f441bbb1811,normalized_continuous_qudit,400,50.0,0.18527900160000002,269.86328492823657
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_002/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_002/request.json,6a5810a408442f441bbb1817,normalized_continuous_qudit,400,50.0,0.18527900160000002,269.86328492823657
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_003/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_003/request.json,6a5810a508442f441bbb181c,normalized_continuous_qudit,400,50.0,0.18527900160000002,269.86328492823657
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_004/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_004/request.json,6a5810c508442f441bbb1823,normalized_continuous_qudit,400,50.0,0.18527900160000002,269.86328492823657
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_005/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_005/request.json,6a5810d508442f441bbb182a,normalized_continuous_qudit,400,50.0,0.18527900160000002,269.86328492823657
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_006/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_006/request.json,6a5810e608442f441bbb1830,normalized_continuous_qudit,400,50.0,0.18527900160000002,269.86328492823657
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_007/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_007/request.json,6a5810f608442f441bbb1836,normalized_continuous_qudit,400,50.0,0.18527900160000002,269.86328492823657
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_008/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_008/request.json,6a58112508442f441bbb183d,normalized_continuous_qudit,400,50.0,0.18527900160000002,269.86328492823657
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_009/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG/repeat_009/request.json,6a58113608442f441bbb1841,normalized_continuous_qudit,400,50.0,0.18527900160000002,269.86328492823657
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_000/request.json,6a5810a308442f441bbb1809,normalized_continuous_qudit,401,78.0,0.2985483072,261.2642514423877
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_001/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_001/request.json,6a5810a408442f441bbb180f,normalized_continuous_qudit,401,78.0,0.2985483072,261.2642514423877
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_002/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_002/request.json,6a5810a408442f441bbb1815,normalized_continuous_qudit,401,78.0,0.2985483072,261.2642514423877
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_003/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_003/request.json,6a5810a508442f441bbb181d,normalized_continuous_qudit,401,78.0,0.2985483072,261.2642514423877
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_004/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_004/request.json,6a5810c508442f441bbb1824,normalized_continuous_qudit,401,78.0,0.2985483072,261.2642514423877
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_005/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_005/request.json,6a5810d508442f441bbb1829,normalized_continuous_qudit,401,78.0,0.2985483072,261.2642514423877
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_006/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_006/request.json,6a5810e608442f441bbb182e,normalized_continuous_qudit,401,78.0,0.2985483072,261.2642514423877
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_007/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_007/request.json,6a5810f608442f441bbb1835,normalized_continuous_qudit,401,78.0,0.2985483072,261.2642514423877
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_008/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_008/request.json,6a58112508442f441bbb183c,normalized_continuous_qudit,401,78.0,0.2985483072,261.2642514423877
results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_009/response.json,results/phase3/hybrid_smoke/qci/pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG/repeat_009/request.json,6a58113708442f441bbb1843,normalized_continuous_qudit,401,78.0,0.2985483072,261.2642514423877
results/phase3/hybrid_smoke/qci/pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG/repeat_000/response.json,results/phase3/hybrid_smoke/qci/pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG/repeat_000/request.json,6a5810a308442f441bbb180e,normalized_continuous_qudit,400,50.0,2.0,25.0
results/phase3/hybrid_smoke/qci/pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG/repeat_001/response.json,results/phase3/hybrid_smoke/qci/pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG/repeat_001/request.json,6a5810a408442f441bbb1813,normalized_continuous_qudit,400,50.0,2.0,25.0
results/phase3/hybrid_smoke/qci/pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG/repeat_002/response.json,results/phase3/hybrid_smoke/qci/pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG/repeat_002/request.json,6a5810a408442f441bbb181a,normalized_continuous_qudit,400,50.0,2.0,25.0
results/phase3/hybrid_smoke/qci/pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG/repeat_003/response.json,results/phase3/hybrid_smoke/qci/pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG/repeat_003/request.json,6a5810a508442f441bbb181f,normalized_continuous_qudit,400,50.0,2.0,25.0
results/phase3/hybrid_smoke/qci/pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG/repeat_004/response.json,results/phase3/hybrid_smoke/qci/pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG/repeat_004/request.json,6a5810d508442f441bbb1827,normalized_continuous_qudit,400,50.0,2.0,25.0
results/phase3/hybrid_smoke/qci/pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG/repeat_005/response.json,results/phase3/hybrid_smoke/qci/pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG/repeat_005/request.json,6a5810d508442f441bbb182c,normalized_continuous_qudit,400,50.0,2.0,25.0
